Time,Frequency,Note
138.94820861678005,93.4917221069336,C#1
139.9698866213152,126.5721664428711,D#4
140.99156462585034,841.3226928710938,D#1
142.0132426303855,739.2941284179688,D#1
143.03492063492064,818.9677124023438,A#2
144.05659863945579,1254.7996826171875,E1
145.07827664399093,861.8309936523438,E3
146.09995464852608,83.19971466064453,E1
147.12163265306123,891.0078125,F#1
148.14331065759637,832.6405029296875,F#1
149.16498866213152,123.14170837402344,A1
150.18666666666667,324.53094482421875,E1
151.20834467120181,109.59187316894531,E1
152.23002267573696,219.4481201171875,E1
153.2517006802721,116.337890625,E1
154.27337868480726,838.6008911132812,E2
155.2950566893424,747.3189697265625,B1
156.31673469387755,104.9008560180664,F#3
157.3384126984127,293.9476318359375,F#2
158.36009070294784,145.65879821777344,G#1
159.381768707483,741.9620361328125,F#1
160.40344671201814,890.4735717773438,C#2
161.42512471655328,257.6478271484375,C#2
162.44680272108843,109.14673614501953,B1
163.46848072562358,1962.6837158203125,E1
164.49015873015873,365.00396728515625,E1
165.51183673469387,375.0571594238281,E1
166.53351473922902,1724.455078125,E3
167.55519274376417,97.09589385986328,B1
168.5768707482993,109.75297546386719,B1
169.59854875283446,730.9480590820312,F#1
170.6202267573696,248.25071716308594,A1
171.64190476190475,292.8728942871094,A1
172.6635827664399,1434.5845947265625,A1
173.68526077097505,1483.842529296875,C#2
174.7069387755102,782.5457153320312,C#2
175.72861678004534,768.5653686523438,B1
176.7502947845805,603.7173461914062,B3
177.77197278911564,110.09505462646484,D2
178.79365079365078,109.53832244873047,D2
179.81532879818593,240.74853515625,D2
180.83700680272108,738.9641723632812,G1
181.85868480725622,225.25869750976562,A1
182.88036281179137,110.45030212402344,A1
183.90204081632652,83.41661071777344,D2
184.92371882086167,82.88080596923828,D2
185.9453968253968,83.21847534179688,E2
186.96707482993196,125.28607940673828,G1
187.9887528344671,125.30630493164062,G4
189.01043083900225,210.324951171875,A1
190.0321088435374,109.3429183959961,A1
191.05378684807258,93.33309173583984,B1
192.07546485260772,1303.6629638671875,B1
193.09714285714287,402.7752990722656,B1
194.11882086167802,1383.97705078125,G1
195.14049886621316,120.9415512084961,F#1
196.1621768707483,121.0665054321289,F#1
197.18385487528346,83.09163665771484,A1
198.2055328798186,83.27542877197266,A1
199.22721088435375,83.444580078125,A1
200.2488888888889,371.5245361328125,A2
201.27056689342405,92.98015594482422,A2
202.2922448979592,93.78639221191406,A2
203.31392290249434,1107.064453125,A2
204.3356009070295,990.5479125976562,E1
205.35727891156463,1315.6441650390625,E1
206.37895691609978,1584.2425537109375,B1
207.40063492063493,126.29790496826172,B1
208.42231292517008,114.46005249023438,F#3
209.44399092970522,189.4005889892578,B1
210.46566893424037,840.4295043945312,A1
211.48734693877552,109.3862075805664,A1
212.50902494331066,1744.94970703125,A1
213.5307029478458,494.9666442871094,C#2
214.55238095238096,376.0149841308594,C#2
215.5740589569161,519.3460083007812,B1
216.59573696145125,329.032470703125,C#2
217.6174149659864,635.8878173828125,E2
218.63909297052155,649.077392578125,E1
219.6607709750567,374.4993591308594,E1
220.68244897959184,755.59912109375,F#1
221.704126984127,829.0789184570312,F#1
222.72580498866213,1233.2222900390625,F#1
223.74748299319728,1687.548583984375,A1
224.76916099773243,82.72991943359375,A1
225.79083900226757,831.924560546875,A1
226.81251700680272,881.0136108398438,B1
227.83419501133787,1185.8017578125,B1
228.85587301587302,184.3125457763672,A1
229.87755102040816,101.03652954101562,B1
230.8992290249433,549.6442260742188,E3
231.92090702947846,278.07159423828125,A2
232.9425850340136,104.58013916015625,C#4
233.96426303854875,827.8736572265625,B3
234.9859410430839,85.18462371826172,B3
236.00761904761904,776.0624389648438,B3
237.0292970521542,1643.58447265625,C#2
238.05097505668934,831.4014892578125,C#2
239.07265306122449,82.86832427978516,C#2
240.09433106575963,369.75927734375,G#4
241.11600907029478,1227.384521484375,D#3
242.13768707482993,123.37715911865234,G#4
243.15936507936507,88.53369140625,F#4
244.18104308390022,109.57977294921875,E1
245.20272108843537,335.6562805175781,E1
246.22439909297051,330.7770080566406,E1
247.24607709750566,827.7169189453125,B1
248.2677551020408,1105.0474853515625,B1
249.28943310657596,362.1470947265625,B1
250.3111111111111,1227.7027587890625,F#2
251.33278911564625,83.13597106933594,E5
252.3544671201814,82.93914794921875,F#1
253.37614512471654,830.411376953125,F#2
254.3978231292517,93.09794616699219,C#2
255.41950113378684,183.7198486328125,B1
256.441179138322,1246.283203125,B1
257.46285714285716,440.5964660644531,E1
258.4845351473923,453.8785095214844,E1
259.50621315192745,219.73602294921875,E1
260.5278911564626,838.0885620117188,D#3
261.54956916099775,185.67845153808594,B1
262.5712471655329,660.3342895507812,B1
263.59292517006804,117.71330261230469,A1
264.6146031746032,323.6670837402344,A1
265.63628117913834,122.57383728027344,A1
266.6579591836735,826.4021606445312,B1
267.67963718820863,124.59606170654297,C#2
268.7013151927438,373.9504699707031,B1
269.7229931972789,795.3025512695312,G2
270.74467120181407,1088.67822265625,E1
271.7663492063492,139.47433471679688,G#3
272.78802721088437,186.6529541015625,E1
273.8097052154195,331.2086486816406,F#1
274.83138321995466,335.15069580078125,F#1
275.8530612244898,1509.8828125,F#1
276.87473922902495,892.4733276367188,A1
277.8964172335601,205.0906982421875,A1
278.91809523809525,206.78469848632812,A1
279.9397732426304,872.899169921875,C2
280.96145124716554,1655.7022705078125,B1
281.9831292517007,115.52847290039062,A1
283.00480725623584,332.20172119140625,B1
284.026485260771,1105.920166015625,E1
285.04816326530613,1991.9180908203125,E1
286.0698412698413,1000.6559448242188,B2
287.0915192743764,985.123779296875,B1
288.11319727891157,220.84674072265625,B1
289.1348752834467,273.92498779296875,A#1
290.15655328798186,107.18722534179688,C#2
291.178231292517,179.24607849121094,D#2
292.19990929705216,180.46051025390625,D#3
